pincode,office,office_type,delivery,taluk,district
608401,Vadakkumangudi B.O,B.O,Delivery,Chidabamram,Cuddalore
608401,Vaiyur B.O,B.O,Delivery,Chidabamram,Cuddalore
608401,Vallampadugai S.O,S.O,Delivery,Chidambaram,Cuddalore
608501,B.Adivaraganallur B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,B.Mutlur S.O,S.O,Delivery,Chidambaram,Cuddalore
608501,Kothattai B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Kuriamangalam B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Manikollai B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Manjakuli B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Periyakomatti B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Puduchatram B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Thatchakadu B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Theethampalayam B.O,B.O,Delivery,Chidambaram,Cuddalore
608501,Villiyanallur B.O,B.O,Delivery,Chidambaram,Cuddalore
608502,Agaram B.O,B.O,Non-Delivery,NA,Cuddalore
608502,Ariyakoshti B.O,B.O,Delivery,Chidambaram,Cuddalore
608502,C.Pudupettai B.O,B.O,Delivery,Chidambaram,Cuddalore
608502,Parangipettai S.O,S.O,Delivery,Chidambaram,Cuddalore
608502,Samiyarpettai B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Azhisikudi B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,B.Odaiyur B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Bhuvanagiri S.O,S.O,Delivery,Chidambaram,Cuddalore
608601,Budavarayanpettai B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Kothavacheri B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Kummidimulai B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Manjakollai B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Melamanakudi B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Miralur B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Puvalai B.O,B.O,Delivery,Chidambaram,Cuddalore
608601,Sathapadi B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,C.Veeracholagam B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,Ennanagaram B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,K.Adur B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,K.Alambadi B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,Keerapalayam S.O,S.O,Delivery,Chidambaram,Cuddalore
608602,Krishnapuram B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,Lalpuram B.O,B.O,Delivery,Chidambaram,Cuddalore
608602,Vayalur B.O,B.O,Delivery,Chidambaram,Cuddalore
608701,Kanur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Kondasamudram B.O,B.O,Delivery,Kattummannarkoil,Cuddalore
608701,Mamangalam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Palayamkottai Melpathy B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Palayamkottai(CDL) S.O,S.O,Delivery,NA,Cuddalore
608701,Perur B.O,B.O,Delivery,Kattumanarkoil,Cuddalore
608701,Pudaiyur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Ramapuram B.O,B.O,Delivery,Kattumannarkioil,Cuddalore
608701,Sholathiram B.O,B.O,Delivery,Kattmannarkoil,Cuddalore
608701,Vadakkupalayam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Valasakkadu B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608701,Vanamadevi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Agara Alambadi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Budangudi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Kavalakudi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Kumarakud B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Mudikandanallur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Nandesswaramangalam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Nangudi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Sethiathope S.O,S.O,Delivery,Kattumannarkoil,Cuddalore
608702,Valakollai B.O,B.O,Delivery,Kattmannarkoil,Cuddalore
608702,Vattathur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608702,Veeramudayanatham B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Kavanur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Kozhai B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Kunamangalam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Marungur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Nagarapadi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Poondi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Rajendra Pattinam B.O,B.O,Delivery,Kattumanarkoil,Cuddalore
608703,Sri Adivaraganallur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Sri Pudur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Sri Vakkaramari B.O,B.O,Non-Delivery,Kattumannarkoil,Cuddalore
608703,Srimushnam S.O,S.O,Delivery,Kattumannarkoil,Cuddalore
608703,Srinedunjeri B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608703,Sriraman B.O,B.O,Delivery,Kattumannarkoil,Ariyalur
608704,Ambapuram B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,B.Kolakudi B.O,B.O,Delivery,Kattmannarkoil,Cuddalore
608704,Chinnanargunam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,Erumbur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,Marudur B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,Periyanellikkollai B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,Pinnalur S.O,S.O,Delivery,Kattumannarkoil,Cuddalore
608704,Vadathalaikulam B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608704,Valayamadevi B.O,B.O,Delivery,Kattumannarkoil,Cuddalore
608801,Adinarayananpuram B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Alapakkam S.O,S.O,Delivery,Chidambaram,Cuddalore
608801,Andarmullipallam B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Periyakuppam B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Poochimedu B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Poovanikkuppam B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Silambimangalam B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Theerthanagiri B.O,B.O,Delivery,Cuddalore,Cuddalore
608801,Thiyagavalli B.O,B.O,Delivery,Cuddalore,Cuddalore
608901,Alagapuram B.O,B.O,Delivery,Jayamkondacholapuram,Ariyalur
608901,Attukurichi B.O,B.O,Delivery,Jayamkondacholapuram,Ariyalur
608901,Ayyur B.O,B.O,Delivery,Jayamkondacholapuram,Ariyalur
608901,Kavarapalayam S.O,S.O,Delivery,Udayarpalayam,Ariyalur
608901,Nagampandal B.O,B.O,Delivery,Udayarpalayam,Ariyalur
608901,Olaiyur B.O,B.O,Delivery,Jayamkondacholapuram,Ariyalur
608901,Rangiam B.O,B.O,Delivery,Jayamkondacholapuram,Ariyalur
608901,Silambur B.O,B.O,Delivery,Udayarpalayam,Ariyalur
609001,Dharmapuram B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Koranad S.O,S.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Mayiladuthurai Bazaar S.O,S.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Mayiladuthurai Cutchery S.O,S.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Mayiladuthurai H.O,H.O,Delivery,Mayiladuthurai,Nagapattinam
609001,Mayiladuthurai North B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Mayiladuthurai South S.O,S.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Nallathukudi B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Pattamangalam B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609001,Tiruvilandur B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609003,Chittarkadu B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609003,Koranad South B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609003,Mappadugai B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609003,Mayiladuthurai R.S S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609003,Mayiladuthurai West B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609003,Sholampettai B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609101,Achalpuram S.O,S.O,Delivery,Sirkali,Nagapattinam
609101,Alakkudi B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Arapallam B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Kodakkaramoolai B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Kothandapuram B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Mahendrapalli B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Palayapalayam B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Palayar B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Pudupattinam B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Puliyanthurai B.O,B.O,Delivery,Sirkali,Nagapattinam
609101,Thandavankulam B.O,B.O,Delivery,Sirkali,Nagapattinam
609102,Anaikaranchatram S.O,S.O,Delivery,Sirkali,Nagapattinam
609102,Anaikaranchatram South B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609102,Hanumanthapuram B.O,B.O,Delivery,Sirkali,Nagapattinam
609102,Madervelur B.O,B.O,Delivery,Sirkali,Nagapattinam
609102,Nallanayagapuram B.O,B.O,Delivery,Sirkali,Nagapattinam
609103,Anandatandavapuram S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609103,Keelamaruthandanallur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609104,Kadavasal S.O,S.O,Delivery,Sirkali,Nagapattinam
609104,Kannukiniyanar Koil B.O,B.O,Delivery,Sirkali,Nagapattinam
609104,Madanam B.O,B.O,Delivery,Sirkali,Nagapattinam
609104,Pachaiperumal Nallur B.O,B.O,Delivery,Sirkali,Nagapattinam
609104,Semmangudi(SRK) B.O,B.O,Delivery,Sirkali,Nagapattinam
609104,Umayalpathi B.O,B.O,Delivery,Sirkali,Nagapattinam
609105,Kaveripattinam Beach B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609105,Kaveripattinam S.O (Nagapattinam),S.O,Delivery,Tharangambadi,Nagapattinam
609105,Neidavasal B.O,B.O,Delivery,Sirkali,Nagapattinam
609105,Vanagiri B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Kilasattanathapuram B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Mangamadam S.O,S.O,Delivery,Sirkali,Nagapattinam
609106,Nangur B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Neipathur B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Perunthottam B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Puduthurai B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Thennampattinam B.O,B.O,Delivery,Sirkali,Nagapattinam
609106,Tirunagari B.O,B.O,Delivery,Sirkali,Nagapattinam
609107,Kilaperumpallam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609107,Melaiyur TVG S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609107,Melaperumpallam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609107,Natarajapillai Chavadi B.O,B.O,Delivery,Sirkali,Nagapattinam
609107,Talachangadu B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609108,Erukkur B.O,B.O,Delivery,Sirkali,Nagapattinam
609108,Gopalasamudram B.O,B.O,Delivery,Sirkali,Nagapattinam
609108,Kunnam B.O,B.O,Delivery,Sirkali,Nagapattinam
609108,Perambur (AKC) B.O,B.O,Delivery,Sirkali,Nagapattinam
609108,Puthur (SRK) S.O,S.O,Delivery,Sirkali,Nagapattinam
609108,Sodiyakudi B.O,B.O,Delivery,Sirkali,Nagapattinam
609108,Tirumailadi B.O,B.O,Delivery,Sirkali,Nagapattinam
609109,Annamperumalkoil B.O,B.O,Delivery,Sirkali,Nagapattinam
609109,Karaimedu B.O,B.O,Delivery,Sirkali,Nagapattinam
609109,Kattiyaniruppu B.O,B.O,Delivery,Sirkali,Nagapattinam
609109,Sattanathapuram S.O,S.O,Delivery,Sirkali,Nagapattinam
609109,Sembadaniruppu B.O,B.O,Delivery,Sirkali,Nagapattinam
609109,Tiruvali B.O,B.O,Delivery,Sirkali,Nagapattinam
609110,Sirkali H.O,H.O,Delivery,Sirkali Tk,Nagapattinam
609111,Arappakkam B.O,B.O,Delivery,Sirkali,Nagapattinam
609111,Koilthirukolakkal B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609111,Kovilpathu B.O,B.O,Delivery,Sirkali,Nagapattinam
609111,Sirkali East B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609111,Sirkali Thenpathi S.O,S.O,Delivery,Sirkali,Nagapattinam
609111,Sirkali West B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609111,Tittai (SRK) B.O,B.O,Delivery,Sirkali,Nagapattinam
609111,Vilanthida Samudram B.O,B.O,Delivery,Sirkali,Nagapattinam
609112,Karkoil B.O,B.O,Delivery,Sirkali,Nagapattinam
609112,Mannipallam B.O,B.O,Delivery,Sirkali,Nagapattinam
609112,Seithur Srk B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609112,Tirupungur S.O,S.O,Delivery,Sirkali,Nagapattinam
609113,Koolaiyar B.O,B.O,Delivery,Sirkali,Nagapattinam
609113,Tirumullaivasal S.O,S.O,Delivery,Sirkali,Nagapattinam
609114,Manigramam B.O,B.O,Delivery,Sirkali,Nagapattinam
609114,Radhanallur (TVG) B.O,B.O,Delivery,Sirkali,Nagapattinam
609114,Tiruvengadu S.O,S.O,Delivery,Sirkali,Nagapattinam
609115,Edamanal B.O,B.O,Delivery,Sirkali,Nagapattinam
609115,Keeranallur B.O,B.O,Delivery,Sirkali,Nagapattinam
609115,Radhanallur  (SRK) B.O,B.O,Delivery,Sirkali,Nagapattinam
609115,Varisapathu Vadagal S.O,S.O,Delivery,Sirkali,Nagapattinam
609115,Vettangudi B.O,B.O,Delivery,Sirkali,Nagapattinam
609116,Elathur B.O,B.O,Delivery,Sirkali,Nagapattinam
609116,Kilmathur B.O,B.O,Delivery,Sirkali,Nagapattinam
609116,Nemmeli(SRK) B.O,B.O,Delivery,Sirkali,Nagapattinam
609116,Pattavilagam B.O,B.O,Delivery,Sirkali,Nagapattinam
609116,Valluvakudi S.O,S.O,Delivery,Sirkali,Nagapattinam
609117,Athukudi B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609117,Idaikudi-vadapathy B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609117,Kondathur B.O,B.O,Delivery,Sirkali,Nagapattinam
609117,Pagasalai B.O,B.O,Delivery,Sirkali,Nagapattinam
609117,Punganur B.O,B.O,Delivery,Sirkali,Nagapattinam
609117,Vaithiswarankoil S.O,S.O,Delivery,Sirkali,Nagapattinam
609117,Vaithiswarankoil West B.O,B.O,Non-Delivery,Sirkali,Nagapattinam
609118,Alaveli B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609118,Manakudi B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609118,Molaiyur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609118,Solasakkaranallur S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609118,Tirunandriyur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609118,Vallalagaram B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609201,Ilanthope S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609201,Talanayar Vsk B.O,B.O,Delivery,Sirkali,Nagapattinam
609202,Kiloy B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609202,Manalmedu East B.O,B.O,Non-Delivery,Mayiladuthurai,Nagapattinam
609202,Manalmedu S.O,S.O,Delivery,Mayiaduthurai,Nagapattinam
609202,Mudikondanallur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Arulmozhithevan B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Aruvapadi B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Kalukkanimuttam B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Kanganamputhur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Korukkai B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Nidur S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Pandur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609203,Villiyanallur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609204,Athur B.O,B.O,Delivery,Tirupanandal,Nagapattinam
609204,Marathurai B.O,B.O,Delivery,Tirupanandal,Nagapattinam
609204,Tiruchitrambalam B.O,B.O,Delivery,Tirupanandal,Nagapattinam
609204,Tirumeniarkoil S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609205,Pulavanur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609205,Siddamalli B.O,B.O,Delivery,Sirkali,Nagapattinam
609205,Tiruvalaputhur S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609301,Akkur S.O (Nagapattinam),S.O,Delivery,Tharangambadi,Nagapattinam
609301,Kalamanallur B.O,B.O,Delivery,Tarangambadi,Nagapattinam
609301,Mamakudi B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609301,Maruthampallam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609301,Mathur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609301,Umayalpuram B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609302,Arangakudi S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609302,Elayalur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609302,Muthur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609303,Ayappadi S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609303,Kattuchery B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609304,Kanjanagaram B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609304,Karuvazhakarai B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609304,Kidarankondan B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609304,Kilaiyur S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609304,Melapathi B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609305,Mannampandal S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609306,Nalladai S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609306,Tiruvilayattam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609306,Velampudukudi B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609307,Chandrapadi B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609307,Erukkattanchery B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609307,Kaliyappanallur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609307,Porayar Market B.O,B.O,Non-Delivery,Tharangambadi,Nagapattinam
609307,Porayar R.S. B.O,B.O,Non-Delivery,Tharangambadi,Nagapattinam
609307,Porayar S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609308,Iluppur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609308,Nalluchery B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609308,Sankaranpandal S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609309,Arupathy B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609309,Kalahasthinapuram B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609309,Memathur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609309,Mudikondanallur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609309,Parasalur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609309,Sembanarkoil S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609309,Tiruchempalli B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609310,Sendamangalam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609310,Tillaiyadi S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609310,Tiruvidaikali B.O,B.O,Delivery,Tharangampadi,Nagapattinam
609311,Tirucadaiyur S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609311,Tirumeignanam B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609312,Buthanur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609312,Eduthukatti B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609312,Tirukkalachery S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609313,Manickapangu B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609313,Tarangambadi S.O,S.O,Delivery,Tharangambadi,Nagapattinam
609314,Kodangudi B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609314,Vadakarai S.O (Nagapattinam),S.O,Delivery,Tharangambadi,Nagapattinam
609401,Elandangudi S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609401,Valuvur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609402,Kiliyanur S.O (Nagapattinam),S.O,Delivery,Tharangambadi,Nagapattinam
609402,Perambur B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609403,A. Kiliyanur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609403,Kaliyakudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609403,Keeranur B.O,B.O,Delivery,Nannilam,Tiruvarur
609403,Kollumangudi S.O,S.O,Delivery,Nannilam,Tiruvarur
609403,Nedungulam B.O,B.O,Delivery,Nannilam,Tiruvarur
609403,Pavattakudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609403,Pillur B.O,B.O,Delivery,Nannilam,Tiruvarur
609403,Sirupuliyur B.O,B.O,Delivery,Nannilam,Tiruvarur
609404,Manganallur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609404,Manganallur Bazaar S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609404,Peruncheri B.O,B.O,Delivery,Tharangambadi,Nagapattinam
609405,Alathur B.O,B.O,Delivery,Nannilam,Tiruvarur
609405,Injikudi B.O,B.O,Non-Delivery,Nannilam,Tiruvarur
609405,Peralam S.O,S.O,Delivery,Nannilam,Tiruvarur
609405,Tirumeichur B.O,B.O,Delivery,Nannilam,Tiruvarur
609501,Eravancheri S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609501,Kadalangudi B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Kundalur B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Pudukudi B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Sarguneswarapuram B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Tiruvizhimizhalai B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Vilagam B.O,B.O,Delivery,Kodavasal,Tiruvarur
609501,Vishnupuram B.O,B.O,Delivery,Kodavasal,Tiruvarur
609502,Alangudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609502,Mudikondan S.O,S.O,Delivery,Nannilam,Tiruvarur
609503,Agarathirumalam B.O,B.O,Delivery,Nannilam,Tiruvarur
609503,Ambal B.O,B.O,Delivery,Nannilam,Nagapattinam
609503,Koothanur B.O,B.O,Non-Delivery,Nannilam,Tiruvarur
609503,Manandakudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609503,Maruduvancheri B.O,B.O,Delivery,Nannilam,Tiruvarur
609503,Punthottam S.O,S.O,Delivery,Nannilam,Tiruvarur
609503,Sarabojirajapuram B.O,B.O,Delivery,Kodavasal,Tiruvarur
609503,Sembiyanallur B.O,B.O,Delivery,Nannilam,Tiruvarur
609504,Panangudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609504,Sannanallur S.O,S.O,Delivery,Nagapattinam,Nagapattinam
609504,Thuthukudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609603,Tirukottaram B.O,B.O,Delivery,Nannilam,Tiruvarur
609603,Velangudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609604,Alathur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609608,Kollapuram S.O,S.O,Delivery,Nannilam,Tiruvarur
609608,Kurungulam B.O,B.O,Delivery,Nannilam,Tiruvarur
609608,Menangudi B.O,B.O,Delivery,Nannilam,Tiruvarur
609608,Ubayavedanthapuram B.O,B.O,Delivery,Nannilam,Tiruvarur
609701,Enangudi S.O,S.O,Delivery,Nagapattinam,Nagapattinam
609701,Pakkamkottur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609701,Vadagarai B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Ervadi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Marungur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Polagam B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Seeyathamangai B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Seshamoolai B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609702,Tirumarugal S.O,S.O,Delivery,Nagapattinam,Nagapattinam
609703,Agara Kondagai B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609703,Alangudichery B.O,B.O,Delivery,NA,Nagapattinam
609703,Gopurajapuram B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609703,P.Kondagai B.O,B.O,Delivery,NA,Nagapattinam
609703,Pragramam B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609703,Tittachery S.O,S.O,Delivery,NA,Nagapattinam
609704,Pillali B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609704,Tiruchenkattangudi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609704,Tirukannapuram S.O,S.O,Delivery,Nagapattinam,Nagapattinam
609704,Tirupugalur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
609801,Alangudi B.O,B.O,Delivery,Kuttalam,Nagapattinam
609801,Kuttalam East S.O,S.O,Non-Delivery,Kuttalam,Nagapattinam
609801,Kuttalam S.O,S.O,Delivery,NA,Nagapattinam
609801,Madirimangalam B.O,B.O,Non-Delivery,Kuttalam,Nagapattinam
609801,Palayagudalur B.O,B.O,Delivery,Kuttalam,Nagapattinam
609801,Tirumananjeri B.O,B.O,Delivery,Kuttalam,Nagapattinam
609801,Villiyanallur B.O,B.O,Delivery,Kuttalam,Nagapattinam
609802,Narasinganpettai S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609802,Sathanur B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
609802,Tirukodikaval B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
609802,Tiyagarajapuram B.O,B.O,Non-Delivery,Tiruvidamarudur,Thanjavur
609803,Tiruvavaduthurai S.O,S.O,Delivery,Kuttalam,Nagapattinam
609804,Kanjanur B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
609804,Manalur B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
